gene_id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_01764,Gene_1764,gene,K00267,PF00172,,Putative gene 1764,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01765,Gene_1765,gene,K00268,PF00173,,Putative gene 1765,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01766,Gene_1766,gene,K00269,PF00174,,Putative gene 1766,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01767,Gene_1767,gene,K00270,PF00175,,Putative gene 1767,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01768,Gene_1768,gene,K00271,PF00176,,Putative gene 1768,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01769,Gene_1769,gene,K00272,PF00177,,Putative gene 1769,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01770,Gene_1770,gene,K00273,PF00178,,Putative gene 1770,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01771,Gene_1771,gene,K00274,PF00179,,Putative gene 1771,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01772,Gene_1772,gene,K00275,PF00180,,Putative gene 1772,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01773,Gene_1773,gene,K00276,PF00181,,Putative gene 1773,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01774,Gene_1774,gene,K00277,PF00182,,Putative gene 1774,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01775,Gene_1775,gene,K00278,PF00183,,Putative gene 1775,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01776,Gene_1776,gene,K00279,PF00184,,Putative gene 1776,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01777,Gene_1777,gene,K00280,PF00185,,Putative gene 1777,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01778,Gene_1778,gene,K00281,PF00186,,Putative gene 1778,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01779,Gene_1779,gene,K00282,PF00187,,Putative gene 1779,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01780,Gene_1780,gene,K00283,PF00188,,Putative gene 1780,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01781,Gene_1781,gene,K00284,PF00189,,Putative gene 1781,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01782,Gene_1782,gene,K00285,PF00190,,Putative gene 1782,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01783,Gene_1783,gene,K00286,PF00191,,Putative gene 1783,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01784,Gene_1784,gene,K00287,PF00192,,Putative gene 1784,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01785,Gene_1785,gene,K00288,PF00193,,Putative gene 1785,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01786,Gene_1786,gene,K00289,PF00194,,Putative gene 1786,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01787,Gene_1787,gene,K00290,PF00195,,Putative gene 1787,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01788,Gene_1788,gene,K00291,PF00196,,Putative gene 1788,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01789,Gene_1789,gene,K00292,PF00197,,Putative gene 1789,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01790,Gene_1790,gene,K00293,PF00198,,Putative gene 1790,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01791,Gene_1791,gene,K00294,PF00199,,Putative gene 1791,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01792,Gene_1792,gene,K00295,PF00001,,Putative gene 1792,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01793,Gene_1793,gene,K00296,PF00002,,Putative gene 1793,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01794,Gene_1794,gene,K00297,PF00003,,Putative gene 1794,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01795,Gene_1795,gene,K00298,PF00004,,Putative gene 1795,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01796,Gene_1796,gene,K00299,PF00005,,Putative gene 1796,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01797,Gene_1797,gene,K00300,PF00006,,Putative gene 1797,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01798,Gene_1798,gene,K00301,PF00007,,Putative gene 1798,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01799,Gene_1799,gene,K00302,PF00008,,Putative gene 1799,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01800,Gene_1800,gene,K00303,PF00009,,Putative gene 1800,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01801,Gene_1801,gene,K00304,PF00010,,Putative gene 1801,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01802,Gene_1802,gene,K00305,PF00011,,Putative gene 1802,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01803,Gene_1803,gene,K00306,PF00012,,Putative gene 1803,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01804,Gene_1804,gene,K00307,PF00013,,Putative gene 1804,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01805,Gene_1805,gene,K00308,PF00014,,Putative gene 1805,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01806,Gene_1806,gene,K00309,PF00015,,Putative gene 1806,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01807,Gene_1807,gene,K00310,PF00016,,Putative gene 1807,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01808,Gene_1808,gene,K00311,PF00017,,Putative gene 1808,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01809,Gene_1809,gene,K00312,PF00018,,Putative gene 1809,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01810,Gene_1810,gene,K00313,PF00019,,Putative gene 1810,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01811,Gene_1811,gene,K00314,PF00020,,Putative gene 1811,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01812,Gene_1812,gene,K00315,PF00021,,Putative gene 1812,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01813,Gene_1813,gene,K00316,PF00022,,Putative gene 1813,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01814,Gene_1814,gene,K00317,PF00023,,Putative gene 1814,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01815,Gene_1815,gene,K00318,PF00024,,Putative gene 1815,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01816,Gene_1816,gene,K00319,PF00025,,Putative gene 1816,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01817,Gene_1817,gene,K00320,PF00026,,Putative gene 1817,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01818,Gene_1818,gene,K00321,PF00027,,Putative gene 1818,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01819,Gene_1819,gene,K00322,PF00028,,Putative gene 1819,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01820,Gene_1820,gene,K00323,PF00029,,Putative gene 1820,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01821,Gene_1821,gene,K00324,PF00030,,Putative gene 1821,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01822,Gene_1822,gene,K00325,PF00031,,Putative gene 1822,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01823,Gene_1823,gene,K00326,PF00032,,Putative gene 1823,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01824,Gene_1824,gene,K00327,PF00033,,Putative gene 1824,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01825,Gene_1825,gene,K00328,PF00034,,Putative gene 1825,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01826,Gene_1826,gene,K00329,PF00035,,Putative gene 1826,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01827,Gene_1827,gene,K00330,PF00036,,Putative gene 1827,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01828,Gene_1828,gene,K00331,PF00037,,Putative gene 1828,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01829,Gene_1829,gene,K00332,PF00038,,Putative gene 1829,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01830,Gene_1830,gene,K00333,PF00039,,Putative gene 1830,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01831,Gene_1831,gene,K00334,PF00040,,Putative gene 1831,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01832,Gene_1832,gene,K00335,PF00041,,Putative gene 1832,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01833,Gene_1833,gene,K00336,PF00042,,Putative gene 1833,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01834,Gene_1834,gene,K00337,PF00043,,Putative gene 1834,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01835,Gene_1835,gene,K00338,PF00044,,Putative gene 1835,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01836,Gene_1836,gene,K00339,PF00045,,Putative gene 1836,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01837,Gene_1837,gene,K00340,PF00046,,Putative gene 1837,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01838,Gene_1838,gene,K00341,PF00047,,Putative gene 1838,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01839,Gene_1839,gene,K00342,PF00048,,Putative gene 1839,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01840,Gene_1840,gene,K00343,PF00049,,Putative gene 1840,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01841,Gene_1841,gene,K00344,PF00050,,Putative gene 1841,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01842,Gene_1842,gene,K00345,PF00051,,Putative gene 1842,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01843,Gene_1843,gene,K00346,PF00052,,Putative gene 1843,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01844,Gene_1844,gene,K00347,PF00053,,Putative gene 1844,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01845,Gene_1845,gene,K00348,PF00054,,Putative gene 1845,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01846,Gene_1846,gene,K00349,PF00055,,Putative gene 1846,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01847,Gene_1847,gene,K00350,PF00056,,Putative gene 1847,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01848,Gene_1848,gene,K00351,PF00057,,Putative gene 1848,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01849,Gene_1849,gene,K00352,PF00058,,Putative gene 1849,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01850,Gene_1850,gene,K00353,PF00059,,Putative gene 1850,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01851,Gene_1851,gene,K00354,PF00060,,Putative gene 1851,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01852,Gene_1852,gene,K00355,PF00061,,Putative gene 1852,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01853,Gene_1853,gene,K00356,PF00062,,Putative gene 1853,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01854,Gene_1854,gene,K00357,PF00063,,Putative gene 1854,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01855,Gene_1855,gene,K00358,PF00064,,Putative gene 1855,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01856,Gene_1856,gene,K00359,PF00065,,Putative gene 1856,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01857,Gene_1857,gene,K00360,PF00066,,Putative gene 1857,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01858,Gene_1858,gene,K00361,PF00067,,Putative gene 1858,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01859,Gene_1859,gene,K00362,PF00068,,Putative gene 1859,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01860,Gene_1860,gene,K00363,PF00069,,Putative gene 1860,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01861,Gene_1861,gene,K00364,PF00070,,Putative gene 1861,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01862,Gene_1862,gene,K00365,PF00071,,Putative gene 1862,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01863,Gene_1863,gene,K00366,PF00072,,Putative gene 1863,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01864,Gene_1864,gene,K00367,PF00073,,Putative gene 1864,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01865,Gene_1865,gene,K00368,PF00074,,Putative gene 1865,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01866,Gene_1866,gene,K00369,PF00075,,Putative gene 1866,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01867,Gene_1867,gene,K00370,PF00076,,Putative gene 1867,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01868,Gene_1868,gene,K00371,PF00077,,Putative gene 1868,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01869,Gene_1869,gene,K00372,PF00078,,Putative gene 1869,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01870,Gene_1870,gene,K00373,PF00079,,Putative gene 1870,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01871,Gene_1871,gene,K00374,PF00080,,Putative gene 1871,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01872,Gene_1872,gene,K00375,PF00081,,Putative gene 1872,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01873,Gene_1873,gene,K00376,PF00082,,Putative gene 1873,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01874,Gene_1874,gene,K00377,PF00083,,Putative gene 1874,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01875,Gene_1875,gene,K00378,PF00084,,Putative gene 1875,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01876,Gene_1876,gene,K00379,PF00085,,Putative gene 1876,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01877,Gene_1877,gene,K00380,PF00086,,Putative gene 1877,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01878,Gene_1878,gene,K00381,PF00087,,Putative gene 1878,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01879,Gene_1879,gene,K00382,PF00088,,Putative gene 1879,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01880,Gene_1880,gene,K00383,PF00089,,Putative gene 1880,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01881,Gene_1881,gene,K00384,PF00090,,Putative gene 1881,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01882,Gene_1882,gene,K00385,PF00091,,Putative gene 1882,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01883,Gene_1883,gene,K00386,PF00092,,Putative gene 1883,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01884,Gene_1884,gene,K00387,PF00093,,Putative gene 1884,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01885,Gene_1885,gene,K00388,PF00094,,Putative gene 1885,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01886,Gene_1886,gene,K00389,PF00095,,Putative gene 1886,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01887,Gene_1887,gene,K00390,PF00096,,Putative gene 1887,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01888,Gene_1888,gene,K00391,PF00097,,Putative gene 1888,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01889,Gene_1889,gene,K00392,PF00098,,Putative gene 1889,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01890,Gene_1890,gene,K00393,PF00099,,Putative gene 1890,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01891,Gene_1891,gene,K00394,PF00100,,Putative gene 1891,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01892,Gene_1892,gene,K00395,PF00101,,Putative gene 1892,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01893,Gene_1893,gene,K00396,PF00102,,Putative gene 1893,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01894,Gene_1894,gene,K00397,PF00103,,Putative gene 1894,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01895,Gene_1895,gene,K00398,PF00104,,Putative gene 1895,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01896,Gene_1896,gene,K00399,PF00105,,Putative gene 1896,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01897,Gene_1897,gene,K00400,PF00106,,Putative gene 1897,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01898,Gene_1898,gene,K00401,PF00107,,Putative gene 1898,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01899,Gene_1899,gene,K00402,PF00108,,Putative gene 1899,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01900,Gene_1900,gene,K00403,PF00109,,Putative gene 1900,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01901,Gene_1901,gene,K00404,PF00110,,Putative gene 1901,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01902,Gene_1902,gene,K00405,PF00111,,Putative gene 1902,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01903,Gene_1903,gene,K00406,PF00112,,Putative gene 1903,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01904,Gene_1904,gene,K00407,PF00113,,Putative gene 1904,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01905,Gene_1905,gene,K00408,PF00114,,Putative gene 1905,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01906,Gene_1906,gene,K00409,PF00115,,Putative gene 1906,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01907,Gene_1907,gene,K00410,PF00116,,Putative gene 1907,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01908,Gene_1908,gene,K00411,PF00117,,Putative gene 1908,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01909,Gene_1909,gene,K00412,PF00118,,Putative gene 1909,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01910,Gene_1910,gene,K00413,PF00119,,Putative gene 1910,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01911,Gene_1911,gene,K00414,PF00120,,Putative gene 1911,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01912,Gene_1912,gene,K00415,PF00121,,Putative gene 1912,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01913,Gene_1913,gene,K00416,PF00122,,Putative gene 1913,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01914,Gene_1914,gene,K00417,PF00123,,Putative gene 1914,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01915,Gene_1915,gene,K00418,PF00124,,Putative gene 1915,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01916,Gene_1916,gene,K00419,PF00125,,Putative gene 1916,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01917,Gene_1917,gene,K00420,PF00126,,Putative gene 1917,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01918,Gene_1918,gene,K00421,PF00127,,Putative gene 1918,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01919,Gene_1919,gene,K00422,PF00128,,Putative gene 1919,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01920,Gene_1920,gene,K00423,PF00129,,Putative gene 1920,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01921,Gene_1921,gene,K00424,PF00130,,Putative gene 1921,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01922,Gene_1922,gene,K00425,PF00131,,Putative gene 1922,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01923,Gene_1923,gene,K00426,PF00132,,Putative gene 1923,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01924,Gene_1924,gene,K00427,PF00133,,Putative gene 1924,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01925,Gene_1925,gene,K00428,PF00134,,Putative gene 1925,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01926,Gene_1926,gene,K00429,PF00135,,Putative gene 1926,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01927,Gene_1927,gene,K00430,PF00136,,Putative gene 1927,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01928,Gene_1928,gene,K00431,PF00137,,Putative gene 1928,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01929,Gene_1929,gene,K00432,PF00138,,Putative gene 1929,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01930,Gene_1930,gene,K00433,PF00139,,Putative gene 1930,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01931,Gene_1931,gene,K00434,PF00140,,Putative gene 1931,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01932,Gene_1932,gene,K00435,PF00141,,Putative gene 1932,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01933,Gene_1933,gene,K00436,PF00142,,Putative gene 1933,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01934,Gene_1934,gene,K00437,PF00143,,Putative gene 1934,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01935,Gene_1935,gene,K00438,PF00144,,Putative gene 1935,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01936,Gene_1936,gene,K00439,PF00145,,Putative gene 1936,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01937,Gene_1937,gene,K00440,PF00146,,Putative gene 1937,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01938,Gene_1938,gene,K00441,PF00147,,Putative gene 1938,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01939,Gene_1939,gene,K00442,PF00148,,Putative gene 1939,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01940,Gene_1940,gene,K00443,PF00149,,Putative gene 1940,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01941,Gene_1941,gene,K00444,PF00150,,Putative gene 1941,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01942,Gene_1942,gene,K00445,PF00151,,Putative gene 1942,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01943,Gene_1943,gene,K00446,PF00152,,Putative gene 1943,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01944,Gene_1944,gene,K00447,PF00153,,Putative gene 1944,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01945,Gene_1945,gene,K00448,PF00154,,Putative gene 1945,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01946,Gene_1946,gene,K00449,PF00155,,Putative gene 1946,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01947,Gene_1947,gene,K00450,PF00156,,Putative gene 1947,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01948,Gene_1948,gene,K00451,PF00157,,Putative gene 1948,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01949,Gene_1949,gene,K00452,PF00158,,Putative gene 1949,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01950,Gene_1950,gene,K00453,PF00159,,Putative gene 1950,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01951,Gene_1951,gene,K00454,PF00160,,Putative gene 1951,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01952,Gene_1952,gene,K00455,PF00161,,Putative gene 1952,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01953,Gene_1953,gene,K00456,PF00162,,Putative gene 1953,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01954,Gene_1954,gene,K00457,PF00163,,Putative gene 1954,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01955,Gene_1955,gene,K00458,PF00164,,Putative gene 1955,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01956,Gene_1956,gene,K00459,PF00165,,Putative gene 1956,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01957,Gene_1957,gene,K00460,PF00166,,Putative gene 1957,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01958,Gene_1958,gene,K00461,PF00167,,Putative gene 1958,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01959,Gene_1959,gene,K00462,PF00168,,Putative gene 1959,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01960,Gene_1960,gene,K00463,PF00169,,Putative gene 1960,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01961,Gene_1961,gene,K00464,PF00170,,Putative gene 1961,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01962,Gene_1962,gene,K00465,PF00171,,Putative gene 1962,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01963,Gene_1963,gene,K00466,PF00172,,Putative gene 1963,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01964,Gene_1964,gene,K00467,PF00173,,Putative gene 1964,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01965,Gene_1965,gene,K00468,PF00174,,Putative gene 1965,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01966,Gene_1966,gene,K00469,PF00175,,Putative gene 1966,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01967,Gene_1967,gene,K00470,PF00176,,Putative gene 1967,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01968,Gene_1968,gene,K00471,PF00177,,Putative gene 1968,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01969,Gene_1969,gene,K00472,PF00178,,Putative gene 1969,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01970,Gene_1970,gene,K00473,PF00179,,Putative gene 1970,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01971,Gene_1971,gene,K00474,PF00180,,Putative gene 1971,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01972,Gene_1972,gene,K00475,PF00181,,Putative gene 1972,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01973,Gene_1973,gene,K00476,PF00182,,Putative gene 1973,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01974,Gene_1974,gene,K00477,PF00183,,Putative gene 1974,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01975,Gene_1975,gene,K00478,PF00184,,Putative gene 1975,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01976,Gene_1976,gene,K00479,PF00185,,Putative gene 1976,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01977,Gene_1977,gene,K00480,PF00186,,Putative gene 1977,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01978,Gene_1978,gene,K00481,PF00187,,Putative gene 1978,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01979,Gene_1979,gene,K00482,PF00188,,Putative gene 1979,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01980,Gene_1980,gene,K00483,PF00189,,Putative gene 1980,Unknown,Unknown,Unknown,Nicotiana tabacum
